City,CompanyName,Rating,Reviews,Address,PhoneNumber,WebsiteURL,Website_Present,Contact_Complete,Phone_OK,Website_OK
Karachi,CLIXSTA - Website Designing & E-Commerce Web Development Company,5.0,-80.0,"Suit 1108, Kashif Center, Main Shahra-e-Faisal, near Hotel Mehran",+92 345 2065321,https://www.clixsta.com/,True,True,1,1
Karachi,Virtual Bay It Software House,5.0,-1.0,Plot C 164,+92 324 2147903,http://www.virtualbay.co/,True,True,1,1
Karachi,Software Developer,3.0,-2.0,W2RW+X9H,+92 333 2311951,Not-Available,False,True,1,0
Karachi,Apna Software House,3.9,-12.0,W47X+WJF,+92 331 2309633,Not-Available,False,True,1,0
Karachi,Mindflare Technologies,4.9,-16.0,"A-708, Saima Trade Tower, I.I Chundrigar Rd",+92 21 32275125,https://mindflaretech.net/,True,True,1,1
Karachi,Techwards,4.9,-17.0,"Suite no 216, 2nd Floor, Business Arcade",Not-Available,https://www.techwards.co/,True,False,0,1
Karachi,Access Group,4.3,-53.0,"R2W2+PRM, FF, Block F, Mehersons Estate, Talpur Road",+92 21 111 111 974,http://www.access.net.pk/,True,True,1,1
Karachi,AL-Rehman Technologies (ART),4.4,-67.0,·,+92 21 32782272,http://www.al-rehman.com/,True,True,1,1
Karachi,OBJECTUAL SYSTEMS LTD,3.8,-15.0,Plot 73 J,+92 300 1794141,Not-Available,False,True,1,0
Karachi,Softnox Technologies,3.1,-19.0,·,+92 21 33384782,Not-Available,False,True,1,0
Karachi,Soliters,5.0,-9.0,"1st Floor, Light House, Mohammadi Building",+92 322 2878644,http://soliters.co/,True,True,1,1
Karachi,SyberEdge: Point of Sale Software Development,4.3,-7.0,"Plot R 1064, Federal B Area",+92 300 9225562,http://www.syberedge.com/,True,True,1,1
Karachi,Geeks House,5.0,-5.0,·,+92 346 3200208,Not-Available,False,True,1,0
Karachi,Workstream Automation (Pvt) Limited,4.2,-40.0,"Mezzanine floor, Faiyaz Center, Shahra-e-Faisal",+92 21 34331502,https://workstreamautomation.com/,True,True,1,1
Karachi,Software house,1.0,-1.0,W5F2+W73,+92 328 2589943,Not-Available,False,True,1,0
Karachi,"Software house, website designing and production house in Karachi Pakistan - Spectrum Tech",3.0,-1.0,24th Commercial St,+92 312 2303629,http://spectrum-tech.net/,True,True,1,1
Karachi,Google workspace in Karachi Pakistan - WEBITECH,5.0,-15.0,·,+92 316 4790092,https://gworkspacepak.com/,True,True,1,1
Karachi,Webtrica | Web Design Karachi | Web Design Pakistan | Web Design Company Karachi | SEO | Mobile App Development,4.7,-32.0,·,+92 336 8476582,https://www.webtrica.com/,True,True,1,1
Karachi,PAZ Technologies,4.3,-12.0,"Progressive Plaza, Office # M-14 Mezzanine Floor, Beaumont Rd",+92 332 2033582,https://paz.agency/,True,True,1,1
Karachi,NoveArts Software House,3.0,-1.0,V37F+F62 Sandbox building,+92 333 2142737,Not-Available,False,True,1,0
Karachi,Wallsoft Technologies,4.4,-17.0,"A 9th Floor, Saima Trade Tower, 903 I.I Chundrigar Rd",+92 21 32638535,https://www.wallsofttech.com/,True,True,1,1
Karachi,Bari's Technology Solutions,4.1,-37.0,"Suite 502-504, Park Avenue, Shahra-e-Faisal",+92 21 34322405,http://www.baritechsol.com/,True,True,1,1
Karachi,Bohra Tech - Best Website Development in Pakistan,4.9,-9.0,"Office No# 809-3, 8th Floor, Fakhri Trade Centre, Shahrah-e-Liaquat, near Tayyabi Dawa Khana",+92 335 1365047,https://bohratech.com/,True,True,1,1
Karachi,Nubit Software,5.0,-6.0,"Suite 208-209 New PSX Building Stock Exchange Road, I.I Chundrigar Rd",+92 21 32428196,http://nubitsoft.com/,True,True,1,1
Karachi,Website Development Karachi,5.0,-1.0,"St-62, Jama Masjid Siddique Akbar RZ, Sector 11-A, Gulshan E Usman, North? Karach? Sector 11-A, Karachi, Pakistan",+92 321 9219977,Not-Available,False,True,1,0
Karachi,Bohra Developers,4.7,-69.0,"6B-3, 6th Floor, Fakhri Trade Centre, Shahrah-e-Liaquat",+92 21 32275252,https://www.bohradevelopers.com/,True,True,1,1
Karachi,Karachi Software Company,0.0,0.0,"House No. A-60 G-Floor, Sector 11 B North Karachi North, 11 B",+92 341 2260559,https://innovationalmedia.com/,True,True,1,1
Karachi,Curve Technologies Pvt Ltd,4.2,-6.0,"205 Japan Plaza, Muhammad Ali Jinnah Rd",+92 21 34169940,Not-Available,False,True,1,0
Karachi,Finosys (Private) Limited,4.5,-10.0,"Plot D, 38",+92 332 2255465,Not-Available,False,True,1,0
Karachi,V-Tech Solution,4.9,-14.0,"Suit no, 224 Glass Tower Street",+92 325 8549135,Not-Available,False,True,1,0
Karachi,ECrown Tech,4.2,-5.0,"Office No M78, merry wader Tower, Jillani Center",+92 331 3978670,http://www.ecrowntech.com/,True,True,1,1
Karachi,SellOut,3.5,-4.0,D19 / 1A Block 4 Clifton Karachi Pakistan,+92 311 1152622,Not-Available,False,True,1,0
